question_id,disease_category,disease_prevalence,question_type,requires_visual_reasoning,original_disease,canonical_disease,disease_subcategory,language,is_valid,quality_notes,question_structure,difficulty,difficulty_rationale
558,Metabolic Systemic,moderate,mechanism,False,Porphyria Cutanea Tarda,Porphyria Cutanea Tarda,Systemic Disease Manifestations,english,True,,vignette,easy,"Classic photosensitive blistering on sun-exposed skin with dark urine and family iron disorder strongly indicates porphyria cutanea tarda due to uroporphyrinogen decarboxylase defect, a well-known core dermatology association."
562,Metabolic Systemic,moderate,diagnosis,True,Idiopathic Pulmonary Fibrosis,Idiopathic Pulmonary Fibrosis,Systemic Disease Manifestations,english,True,,vignette,easy,"Clubbing associated with chronic hypoxic lung disease (eg, idiopathic pulmonary fibrosis) is a classic association that general dermatologists readily recognize over psoriasis changes or COPD without clubbing."
563,Other,common,treatment,False,Pressure Ulcer,Pressure Ulcer,Traumatic & Environmental,english,True,,vignette,easy,"Identifying pressure injuries (non-blanching erythema and sacral ulcer) and recognizing frequent repositioning as the key preventive measure is core, widely known dermatologic care."
561,Inflammatory,moderate,mechanism,False,Serum Sickness,Serum Sickness,Vascular & Urticarial,english,True,,vignette,easy,"Identifying serum sickness from antivenom with fever, pruritic serpiginous rash, and arthralgias as a type III immune complex reaction is core immunology/dermatology knowledge routinely recalled by general dermatologists."
560,Metabolic Systemic,moderate,diagnosis,False,Vitamin A Deficiency,Vitamin A Deficiency,Nutritional,english,True,,vignette,easy,"Identifying vitamin A (retinol) deficiency from classic signs like xerosis, Bitot spots (triangular keratin plaques on conjunctiva), infections, and night vision issues is core dermatology knowledge."
564,Inflammatory,moderate,diagnosis,False,Dermatitis Herpetiformis,Dermatitis Herpetiformis,Autoimmune,english,True,,vignette,easy,"Classic celiac disease with dermatitis herpetiformis (grouped pruritic vesicles) and malabsorption signs points directly to IgA tissue transglutaminase antibodies, a core association most dermatologists readily recall."
566,Inflammatory,rare,diagnosis,False,Toxic Epidermal Necrolysis,Toxic Epidermal Necrolysis,Autoimmune,english,True,,vignette,easy,"Classic presentation of toxic epidermal necrolysis with rapid, extensive epidermal detachment and mucosal involvement, most commonly drug-induced (notably by anticonvulsants like carbamazepine), is core dermatology knowledge."
565,Inflammatory,common,diagnosis,True,Allergic Contact Dermatitis,Allergic Contact Dermatitis,Eczematous,english,True,,vignette,easy,Classic allergic contact dermatitis from plants (poison ivy/oak/sumac) presenting with pruritic vesicles and oozing after exposure is core dermatology knowledge.
567,Metabolic Systemic,moderate,diagnosis,True,Xanthelasma,Xanthelasma,Endocrine-Associated,english,True,,short_stem,medium,"Recognizing xanthelasma on the eyelids and linking it to primary biliary cholangitis (autoimmune destruction of intrahepatic bile ducts causing cholestasis and hyperlipidemia) requires solid training beyond basic dermatology, including systemic associations and differential from other eyelid lesions."
570,Infectious,rare,mechanism,False,Varicella Vaccine-Strain Infection,Varicella Vaccine-Associated Rash,Viral,english,True,,vignette,medium,"Recognizing a post–varicella vaccine exanthem with mild fever and sparse maculopapular/pustular lesions 2–3 weeks after immunization and distinguishing it from wild-type varicella, zoster reactivation, IgE-mediated allergy, or type IV hypersensitivity requires nuanced vaccine-related dermatology knowledge beyond core basics."
571,Metabolic Systemic,rare,diagnosis,False,Kwashiorkor,Kwashiorkor,Nutritional,english,True,,vignette,easy,"Classic presentation of kwashiorkor (edema, protuberant abdomen/hepatomegaly, skin/hair changes, growth failure) attributable to severe protein malnutrition is core knowledge."
568,Inflammatory,moderate,treatment,False,Dermatitis Herpetiformis,Dermatitis Herpetiformis,Autoimmune,english,True,,vignette,easy,"Classic presentation of dermatitis herpetiformis with pruritic extensor rash and malabsorption/iron-deficiency features, where first-line treatment with oral dapsone is well-known to general dermatologists."
569,Inflammatory,common,diagnosis,False,Infantile Seborrheic Dermatitis,Infantile Seborrheic Dermatitis,Eczematous,english,True,,vignette,easy,Classic cradle cap presentation in an infant—erythematous plaques with greasy yellow scales on scalp/ears without pruritus or systemic signs—distinguishes seborrheic dermatitis from atopic dermatitis and rarer entities.
573,Other,common,mechanism,False,General,General,Unclassified,english,True,,vignette,medium,"Requires recalling that myofibroblasts in wound contraction secrete type III collagen (supercoiled triple helix) which predominates in reticular fibers, and distinguishing this from other collagen types in nucleus pulposus, basal lamina, and corneal stroma."
574,Infectious,moderate,diagnosis,True,Sporotrichosis,Sporotrichosis,Fungal,english,True,,vignette,easy,"Classic sporotrichoid spread with nodules/ulcers along lymphatics in a gardener strongly indicates Sporothrix schenckii, a well-known core association."
575,Genetic Rare,moderate,epidemiology,False,Neurofibromatosis Type 1,Neurofibromatosis Type 1,Syndromic,english,True,,vignette,easy,"Classic neurofibromatosis type 1 features (café-au-lait macules, axillary freckling, neurofibromas, Lisch nodules, scoliosis) with the well-known association of optic pathway gliomas are core knowledge for general dermatologists."
572,Inflammatory,common,diagnosis,True,Atopic Dermatitis,Atopic Dermatitis,Eczematous,english,True,,vignette,easy,"Recognizing infantile atopic dermatitis with xerosis exacerbated by frequent bathing is core dermatology knowledge, and the distractors reference unrelated conditions or distributions."
576,Infectious,common,treatment,True,Tinea Versicolor,Tinea Versicolor,Fungal,english,True,,vignette,easy,Recognizing tinea versicolor (or tinea corporis) from a pruritic enlarging chest rash in a teen lifeguard and selecting topical antifungal therapy is a core dermatology skill with a straightforward first-line treatment.
579,Inflammatory,common,treatment,False,Acne Vulgaris,Acne Vulgaris,Neutrophilic,english,True,,vignette,easy,"Determining pregnancy status before initiating systemic therapy (e.g., oral isotretinoin) for severe, scarring acne in a sexually active adolescent is standard core practice knowledge for dermatologists."
580,Infectious,common,diagnosis,True,Scarlet Fever,Scarlet Fever,Bacterial,english,True,,vignette,easy,"Classic presentation of scarlet fever with preceding sore throat and coarse sandpaper-like rash, a core diagnosis any general dermatologist would readily recognize."
578,Metabolic Systemic,common,mechanism,False,General,General,Unclassified,english,True,,one_liner,easy,Identifying cholecalciferol (D3) as the vitamin D form produced in skin via UVB exposure is core dermatologic knowledge related to photobiology and vitamin D metabolism.
577,Infectious,common,diagnosis,True,Tinea Corporis,Tinea Corporis,Fungal,english,True,,vignette,easy,Classic tinea corporis presentation confirmed by KOH showing hyphae is core dermatology knowledge readily recalled by general dermatologists.
581,Inflammatory,common,epidemiology,True,Atopic Dermatitis,Atopic Dermatitis,Eczematous,english,True,,short_stem,easy,Associating perioral contact dermatitis from foods in a toddler with atopy and increased risk of wheezing (atopic march) is core pediatric dermatology knowledge.
582,Metabolic Systemic,rare,treatment,False,Phenylketonuria,Phenylketonuria,Nutritional,english,True,,vignette,medium,"Links atopic dermatitis-like rash with hypopigmentation and musty odor to phenylketonuria and the need for a low-phenylalanine diet (avoid meat), which requires integrating pediatric metabolic disease with dermatologic findings beyond routine dermatology knowledge."
583,Infectious,common,diagnosis,False,Herpes Simplex Infection,Herpes Simplex Virus Infection,Viral,english,True,,vignette,easy,Classic presentation of primary HSV with oral/labial lesions and herpetic whitlow plus Tzanck smear showing multinucleated giant cells is well-known core knowledge for general dermatologists.
584,Other,common,mechanism,False,General,General,Unclassified,english,True,,vignette,easy,"Recognizing that pink, granular, edematous tissue in a healing burn is granulation tissue driven by VEGF-mediated angiogenesis is core pathology/dermatology knowledge."
585,Inflammatory,moderate,mechanism,False,Serum Sickness,Serum Sickness,Vascular & Urticarial,english,True,,vignette,easy,"This is classic serum sickness from heterologous antibodies (rabbit ATG) with fever, arthralgias, lymphadenopathy, and rash about 7–10 days later, caused by immune complex deposition—core immunology knowledge familiar to general dermatologists."
586,Inflammatory,common,mechanism,False,Acne Vulgaris,Acne Vulgaris,Neutrophilic,english,True,,vignette,easy,Identifying androgens as the primary stimulators of sebaceous glands in acne is fundamental dermatology knowledge.
587,Infectious,rare,diagnosis,False,Chancroid,Chancroid,Bacterial,english,True,,vignette,easy,"Classic chancroid presentation with painful genital ulcer(s), tender inguinal lymphadenopathy, and a diagnostic smear pointing to Haemophilus ducreyi is core STD knowledge familiar to general dermatologists."
588,Inflammatory,moderate,mechanism,False,Bullous Pemphigoid,Bullous Pemphigoid,Autoimmune,english,True,,vignette,easy,Classic presentation of bullous pemphigoid—tense blisters in flexural areas without mucosal involvement—linking to hemidesmosome/ basement membrane adhesion failure is core dermatology knowledge.
591,Infectious,moderate,diagnosis,False,Strongyloidiasis,Strongyloidiasis,Parasitic & Other,english,True,,vignette,easy,"Classic presentation of cutaneous larva migrans/helminth infection with eosinophilia and perianal serpiginous rash points to stool ova and parasite exam, a core diagnostic step familiar to general dermatologists."
590,Infectious,common,treatment,False,Condyloma Acuminata,Condylomata Acuminata,Viral,english,True,,vignette,easy,Classic presentation of genital warts (HPV) with acetowhitening and appropriate first-line therapy with cryotherapy is core dermatology knowledge.
589,Other,moderate,treatment,False,Pressure Ulcer,Pressure Ulcer,Traumatic & Environmental,english,True,,vignette,easy,"Identifying early pressure injury prevention with frequent repositioning in a high-risk, immobilized patient is core dermatology and general medical knowledge."
592,Infectious,moderate,mechanism,True,Hot Tub Folliculitis,Hot Tub Folliculitis,Bacterial,english,True,,vignette,easy,Classic hot tub folliculitis from Pseudomonas after hot-tub exposure presents with pruritic papulopustules on buttocks/legs arising from infected hair follicles.
593,Inflammatory,common,treatment,False,Urticaria,Urticaria,Vascular & Urticarial,english,True,,short_stem,easy,"Acute, uncomplicated urticaria without red flags is commonly managed symptomatically with antihistamines, a core principle every general dermatologist knows."
595,Inflammatory,moderate,diagnosis,False,Psoriatic Arthritis,Psoriatic Arthritis,Autoimmune,english,True,,one_liner,easy,"Recognizing nail pitting as a clue to psoriatic arthritis is core dermatology knowledge, while the other options are clearly false to a general dermatologist."
594,Inflammatory,rare,diagnosis,False,Toxic Epidermal Necrolysis,Toxic Epidermal Necrolysis,Autoimmune,english,True,,vignette,easy,"Classic presentation of drug-induced toxic epidermal necrolysis with acute, painful widespread epidermal detachment and mucosal involvement, distinguishing it from erythema multiforme and SSSS."
