question_id,question,answer_options,correct_choice,llm_response,llm_response_raw,used_sources,answer_source,conditions,retrieval_iterations,final_doc_count,final_sufficient,retrieval_history,retrieved_documents,final_confidence
257,"A 10-year-old girl is brought to the physician because of itching of the vulva and anal region for the past 2 weeks. She has difficulty sleeping because of the itching. Physical examination shows excoriation marks around the vulva and perianal region. There is minor perianal erythema, but no edema or fissures. Microscopy of an adhesive tape applied to the perianal region shows multiple ova. Which of the following is the most appropriate treatment for this patient?","{""A"": ""Mebendazole"", ""B"": ""Melarsoprol"", ""C"": ""Diethylcarbamazine"", ""D"": ""Praziquantel""}",A,A, A,,non_rag,,0,0,,,,
2574,"A woman presents to a dermatologist because she has lost almost all the hair on her body, including scalp hair, eyebrows, eyelashes, armpit and groin hair, and the fine hairs on her body and extremities. She most likely has a variant of which of the following?","{""A"": ""Alopecia areata"", ""B"": ""Androgenic alopecia"", ""C"": ""Chronic cutaneous lupus erythematosus"", ""D"": ""Lichen planopilaris""}",A,A, A,,non_rag,,0,0,,,,
258,"A 24-year-old sexually active man complains of painless growths on his penis. He is worried that he might have transmitted them to his girlfriend. Biopsy shows squamous cells with perinuclear cytoplasmic vacuolization, nuclear enlargement, and koilocytes. The doctor treats the patient by chemically ablating the warts with cryoablation. The patient encourages his girlfriend to get tested too, as he is worried she is at increased risk of developing a malignancy. Which cancer is the patient worried about?","{""A"": ""Kaposi sarcoma"", ""B"": ""Burkitt lymphoma"", ""C"": ""Hepatocellular carcinoma"", ""D"": ""Cervical carcinoma""}",D,D, D,,non_rag,,0,0,,,,
2582,A 30 year old female developed diffuse hair loss 3 months after delivery of her first child. The probable diagnosis is –,"{""A"": ""Androgenic alopecia"", ""B"": ""Endocrinal alopecia"", ""C"": ""Telogen effluvium"", ""D"": ""SLE""}",C,C, C,,non_rag,,0,0,,,,
259,"A 68-year-old woman presents to the physician with complaints of unexplained weight loss of approximately 5 kg (11.02 lb) over the last 6 months. Her other complaints include repeated stomatitis and diarrhea for 1 year. She was diagnosed with diabetes mellitus 1 year ago. Her temperature is 36.9°C (98.4°F), heart rate is 84/min, respiratory rate is 16/min, and blood pressure is 126/82 mm Hg. Physical examination reveals multiple, confluent, erythematous papules, plaques and bullous lesions over the extremities, the perioral region, and the perigenital region. An oral examination shows angular cheilitis, glossitis, and stomatitis. Which test is most likely to yield an accurate diagnosis for this patient?","{""A"": ""Serum gastrin"", ""B"": ""Serum glucagon"", ""C"": ""Serum insulin"", ""D"": ""Serum vasoactive intestinal polypeptide""}",B,B, B,,non_rag,,0,0,,,,
2591,"A 24-year-old girl presented with complains of acne. On examination, multiple nodules, cysts and intercommunicating sinuses were seen. How will you treat her?","{""A"": ""Acitretin"", ""B"": ""Oral isotretinoin"", ""C"": ""Doxycycline"", ""D"": ""Tazorotene""}",B,B, B,,non_rag,,0,0,,,,
2595,A man has recurrent uicaria following exercise and coming out in sun. Diagnosis is:,"{""A"": ""Cholinergic uicaria"", ""B"": ""Atopic reaction"", ""C"": ""Photo dermatitis"", ""D"": ""Chronic idiopathic uicaria""}",A,A, A,,non_rag,,0,0,,,,
26,"A previously healthy 6-year-old boy is brought to the physician because of generalized malaise and a palpable swelling in the left axilla. The parents report that 2 weeks ago, his daycare group visited an animal shelter, after which he developed a rash on the left hand. His temperature is 38.5°C (101.3°F). Physical examination shows three linear crusts on an erythematous background on the dorsum of the left hand. There is tender left-sided axillary and cervical lymphadenopathy. Histopathologic examination of an axillary lymph node shows necrotizing granulomas. The most likely causal organism of this patient's clinical findings is also involved in the pathogenesis of which of the following conditions?","{""A"": ""Bacillary angiomatosis"", ""B"": ""Condylomata lata"", ""C"": ""Brucellosis"", ""D"": ""Bubonic plague""}",A,A, A,,non_rag,,0,0,,,,
2600,Which hormone is responsible for acne -,"{""A"": ""Estrogen"", ""B"": ""Thyroid"", ""C"": ""Testosterone"", ""D"": ""Gonadotropins""}",C,C, C,,non_rag,,0,0,,,,
2613,"In congenital dystrophic variety of epidermolysis bullosa, mutation is seen in the gene conding for –","{""A"": ""Laminin 4"", ""B"": ""Collagen type 7"", ""C"": ""Alpha 6 integerin"", ""D"": ""Keratin 14""}",B,B, B,,non_rag,,0,0,,,,
2614,Dermatophytes involve -,"{""A"": ""Stratum corneum"", ""B"": ""Stratum lucidum"", ""C"": ""Stratum malpighi"", ""D"": ""Stratum basal""}",A,A, A,,non_rag,,0,0,,,,
2618,Pityriasis rosea true:,"{""A"": ""Self-limiting"", ""B"": ""Chronic relapsing"", ""C"": ""Life threatening infection (autoimmune disease)"", ""D"": ""Caused by dermatophytes""}",A,A, A,,non_rag,,0,0,,,,
2619,A child presented with non a Ranching purpura in the lower limb recurrent abdominal pain further in revealed deposition of IgA. What is the most probable diagnosis -,"{""A"": ""Henoch schonlein purpura"", ""B"": ""Wegeners granulomatosis"", ""C"": ""Kawasaki disease"", ""D"": ""Takayasu disease""}",A,A, A,,non_rag,,0,0,,,,
2634,Alopecia aerata is:,"{""A"": ""Cicatricial scar"", ""B"": ""Non cicatricial scar"", ""C"": ""Fungal infection"", ""D"": ""None""}",B,B, B,,non_rag,,0,0,,,,
2638,Acne vulgaris invloves-,"{""A"": ""Pilosebaceous gland"", ""B"": ""Sebaceous gland"", ""C"": ""Eccrine gland"", ""D"": ""Apocrine gland""}",A,A, A,,non_rag,,0,0,,,,
2639,"A 68-year-old man complains of several blisters arising over the back and trunk for the preceding 2 weeks. He takes no medications and has not noted systemic symptoms such as fever, sore throat, weight loss, or fatigue. The general physical examination is normal. The oral mucosa and the lips are normal. Several 2- to 3-cm bullae are present over the trunk and back. A few excoriations where the blisters have ruptured are present. The remainder of the skin is normal, without erythema or scale. What is the best diagnostic approach at this time?","{""A"": ""Culture of vesicular fluid for herpes viruses"", ""B"": ""Trial of corticosteroids"", ""C"": ""Biopsy of the edge of a bulla with some surrounding intact skin"", ""D"": ""CT scan of the chest and abdomen looking for occult malignancy""}",C,C, C,,non_rag,,0,0,,,,
264,"A 93-year-old woman is brought to the physician because of a purple area on her right arm that has been growing for one month. She has not had any pain or itching of the area. She has hyperlipidemia, a history of basal cell carcinoma treated with Mohs surgery 2 years ago, and a history of invasive ductal carcinoma of the right breast treated with radical mastectomy 57 years ago. She has had chronic lymphedema of the right upper extremity since the mastectomy. Her only medication is simvastatin. She lives in an assisted living facility. She is content with her living arrangement but feels guilty that she is dependent on others. Vital signs are within normal limits. Physical examination shows extensive edema of the right arm. Skin exam of the proximal upper right extremity shows three coalescing, 0.5–1.0 cm heterogeneous, purple-colored plaques with associated ulceration. Which of the following is the most likely diagnosis?","{""A"": ""Lymphangiosarcoma"", ""B"": ""Cellulitis"", ""C"": ""Lichen planus"", ""D"": ""Kaposi sarcoma""}",A,A, A,,non_rag,,0,0,,,,
2644,A 40 years males presented with painful vesicular lesion in the forehead extending to the eyelids. Diagnosis is,"{""A"": ""Herpes simplex"", ""B"": ""Herpes-Zoster"", ""C"": ""Coxschiae infection"", ""D"": ""Molluscum contagiosum""}",B,B, B,,non_rag,,0,0,,,,
2654,Koenen's periungal fibroma is seen in,"{""A"": ""Tuberous sclerosis"", ""B"": ""Neurofibromatosis"", ""C"": ""Psoriasis"", ""D"": ""Alopecia aerata""}",A,A, A,,non_rag,,0,0,,,,
266,"A 61-year-old man presents to the emergency department because he has developed blisters at multiple locations on his body. He says that the blisters appeared several days ago after a day of hiking in the mountains with his colleagues. When asked about potential triggering events, he says that he recently had an infection and was treated with antibiotics but he cannot recall the name of the drug that he took. In addition, he accidentally confused his medication with one of his wife's blood thinner pills several days before the blisters appeared. On examination, the blisters are flesh-colored, raised, and widespread on his skin but do not involve his mucosal surfaces. The blisters are tense to palpation and do not separate with rubbing. Pathology of the vesicles show that they continue under the level of the epidermis. Which of the following is the most likely cause of this patient's blistering?","{""A"": ""Antibodies to proteins connecting intermediate filaments to type IV collagen"", ""B"": ""Antibodies to proteins connecting two sets of intermediate filaments"", ""C"": ""Depletion of protein C and protein S levels"", ""D"": ""Necrosis of skin in reaction to a drug""}",A,B, B,,non_rag,,0,0,,,,
2661,A female patient presents with patchy hair loss with normal looking skin on scalp. Diagnosis is?,"{""A"": ""Tinea capitis"", ""B"": ""Cicatricial alopecia"", ""C"": ""Alopecia areata"", ""D"": ""Telogen effluvium""}",C,C, C,,non_rag,,0,0,,,,
2678,Fordyce&;s (Spots) Granules in oral cavity arise from,"{""A"": ""Sebaceous glands"", ""B"": ""Mucous glands"", ""C"": ""Minor salivary glands"", ""D"": ""Taste buds""}",A,A, A,,non_rag,,0,0,,,,
268,"A 6-year-old girl is brought to the clinic for evaluation of malaise and low-grade fever over the past 3 days. In the last 24 hours, she developed sores and pain in her mouth. She also had vesicles on her hands and feet. Her past medical history was benign and the immunization history was up-to-date. The oral temperature was 36.1°C (97.0°F). The physical examination revealed several erythematous macules in the oropharynx and small oval vesicles with an erythematous base on the palms. What is the next best step in the management of this patient?","{""A"": ""Supportive care"", ""B"": ""Aspirin"", ""C"": ""Corticosteroids"", ""D"": ""Penicillin""}",A,A, A,,non_rag,,0,0,,,,
2680,Tzank smear in varicella-zoster shows ?,"{""A"": ""Acantholysis"", ""B"": ""Spongiosis"", ""C"": ""Multinucleated Giant cell"", ""D"": ""Necrotic cell""}",C,C, C,,non_rag,,0,0,,,,
2685,Treatment of choice for scabies is?,"{""A"": ""Crotamiton"", ""B"": ""Benzyl benzoate"", ""C"": ""Malathion"", ""D"": ""Permathrin""}",D,D, D,,non_rag,,0,0,,,,
2686,Treatment of choice of Nodulocystic Acne is :,"{""A"": ""Erythromycin"", ""B"": ""Isoretinoin"", ""C"": ""Tetracycline"", ""D"": ""PUVA""}",B,B, B,,non_rag,,0,0,,,,
2687,Alopecia aerata is –,"{""A"": ""Cicatricial scar"", ""B"": ""Non cicatricial scar"", ""C"": ""Fungal infection"", ""D"": ""None""}",B,B, B,,non_rag,,0,0,,,,
2689,"A 13-year-old boy with patchy depigmented skin on the right flank and upper thigh in segmental distribution. The
depigmentation started 1 year back but has been static for last 4 months. Mother reports use of topical steroids which was
ineffective.","{""A"": ""Segmental vitiligo"", ""B"": ""Piebaldism"", ""C"": ""Hypomelanosis of Ito"", ""D"": ""Hypopigmented streaks""}",A,A, A,,non_rag,,0,0,,,,
2690,A patient of borderline tuberculoid leprosy on treatment develops reaction. What will be the best next line of management -,"{""A"": ""Stop dapsone immediately'"", ""B"": ""Stop dapsone now and restart after some time"", ""C"": ""Continue dapsone and give steroids"", ""D"": ""Stop dapsone forever""}",C,C, C,,non_rag,,0,0,,,,
27,"A 44-year-old man presents to the family medicine clinic for some small bumps on his left thigh. The lesions are non-pruritic and have been present for the last 3 weeks. He reports feeling fatigued and malaise for the past few months. The patient has no known medical problems and takes no medications. He smokes one pack of cigarettes per day and uses intravenous street drugs. His heart rate is 82/min, the respiratory rate is 14/min, the temperature is 36.7°C (98.1°F), and the blood pressure is 126/80 mm Hg. Auscultation of the heart is without murmurs. Lungs are clear to auscultation bilaterally. Three 2-3 mm, dome-shaped, hardened papules are noted on the left thigh. Central umbilication can be observed in each papule. There is a non-tender cervical lymphadenopathy present. Which of the following is the most likely diagnosis?","{""A"": ""Bed bug bite"", ""B"": ""Molluscum contagiosum"", ""C"": ""Atopic dermatitis"", ""D"": ""Acute urticaria""}",B,B, B,,non_rag,,0,0,,,,
2700,Substance common in skin and hair is?,"{""A"": ""Keratin"", ""B"": ""Laminin"", ""C"": ""Nectin"", ""D"": ""Vimentin""}",A,A, A,,non_rag,,0,0,,,,
2702,H. ducreyi causes:,"{""A"": ""Soft chancre"", ""B"": ""Hard chancre"", ""C"": ""Pustule"", ""D"": ""Painless chancre""}",A,A, A,,non_rag,,0,0,,,,
2706,A female presented with a pigmented lesion with irregular border and variegated coloring diagnosed as melanoma. Which classification can be used for staging melanoma?,"{""A"": ""Breslow"", ""B"": ""Clark"", ""C"": ""Both"", ""D"": ""Bethseda""}",C,C, C,,non_rag,,0,0,,,,
2708,Dermatitis herpetifomis is associated with:,"{""A"": ""HLA DR4"", ""B"": ""HLA DQ2 and HLA DQ8"", ""C"": ""HLACW6"", ""D"": ""HLADR2""}",B,B, B,,non_rag,,0,0,,,,
271,"A 50-year-old female presents to her physician with vesicles and tense blisters across her chest, arms, and the back of her shoulders. Physical examination reveals that blistering is not present in her oral mucosa, and the epidermis does not separate upon light stroking of the skin. The patient most likely suffers from a hypersensitivity reaction located:","{""A"": ""Linearly along the epidermal basement membrane"", ""B"": ""In granular deposits at the tips of dermal papillae"", ""C"": ""In fat cells beneath the skin"", ""D"": ""In nuclei within epidermal cells""}",A,A, A,,non_rag,,0,0,,,,
2713,Shagreen patch is usually found in ?,"{""A"": ""Face"", ""B"": ""Cervical region"", ""C"": ""Limbs"", ""D"": ""Lumbosacral region""}",D,D, D,,non_rag,,0,0,,,,
2714,Staphylococcal scalded skin syndrome is caused by-,"{""A"": ""Hemolysin"", ""B"": ""Coagulase"", ""C"": ""Enterotoxin"", ""D"": ""Epidermolytic toxin""}",D,D, D,,non_rag,,0,0,,,,
272,"A 52-year-old Caucasian man presents to the clinic for evaluation of a mole on his back that he finds concerning. He states that his wife noticed the lesion and believes that it has been getting larger. On inspection, the lesion is 10 mm in diameter with irregular borders. A biopsy is performed. Pathology reveals abnormal melanocytes forming nests at the dermo-epidermal junction and discohesive cell growth into the epidermis. What is the most likely diagnosis?","{""A"": ""Nodular melanoma"", ""B"": ""Superficial spreading melanoma"", ""C"": ""Lentigo melanoma"", ""D"": ""Desmoplastic melanoma""}",B,B, B,,non_rag,,0,0,,,,
